FAC_CODE,FAC_NAME,FAC_DESCRIPTION,DIGEST Status,Change History,Cat_Ix,SCat_Ix,Source of Proposed Change,Report Number,Date of last change,Comments
"GA072","Primary Approach Transitional Surface (7:1)","This surface connects the side of the runway primary and approach surfaces to the inner horizontal surface.  The surface extends outward, perpendicular to the centerline of each runway, from the edges of the primary surface, at a slope of 7:1 to a width of 1050 feet and a height of 150 feet above the lowest runway end.",0,"Version 2.1: New Feature","G","GA","US","2.1","08/07/00 00:00:00","Airfield Initiative requirement."
"GA073","Inner Horizontal Surface","The inner horizontal surface for each runway is defined by two half circles centered on the runway ends and joined by tangents.  The radii of the half circles are 7500 feet and the tangents are parallel to the runway centerline at a distance of 7500 feet.  The surface is a constant 150 feet above the lowest runway end.",0,"Version 2.1: New Feature","G","GA","US","2.1","08/07/00 00:00:00","Airfield Initiative requirement."
"GA074","Conical Surface (20:1)","A surface extending from the periphery of the inner horizontal surface outward and upward at a slope of 20:1 for a horizontal distance of 7000 feet to a height of 500 feet above the lowest runway end.",0,"Version 2.1: New Feature","G","GA","US","2.1","08/07/00 00:00:00","Airfield Initiative requirement."
"GA075","Outer Horizontal Surface","A plane, located 500 feet above the lowest runway end, extending outward from the outer periphery of the conical surface for a horizontal distance of 28032 feet.",0,"Version 2.1: New Feature","G","GA","US","2.1","08/07/00 00:00:00","Airfield Initiative requirement."
"GA076","Conical Outer Horizontal Transitional Surface (7:1)","This surface connects the side of the approach surface to the conical and outer horizontal surface.  The surface extends outward, perpendicular to the extended runway centerline from the edges of the approach surface, at a 7:1 slope.   The slope of the 7:1 surface is referenced to the runway centerline.",0,"Version 2.1: New Feature","G","GA","US","2.1","08/07/00 00:00:00","Airfield Initiative requirement."
"GB005","US-Airport/Airfield  UK-Airport/Airfield/Airstrip","A defined area of land or water used for landing, take-off, and movement of aircraft including associated buildings and facilities.",0,,"G","GB",,"2.0",,"
"
"GB006","US-Airfield  UK-Airstrip","A land aerodrome with limited facilities.",0,,"G","GB","WP","2.0A","06/24/98 00:00:00","Remove spaces after 'd''.  Buckley NIMA/SES
"
"GB007","Airport Area","A tract of land used for landing, take-off, and movement of aircraft not including associated buildings, runways and other facilities.",0,,"G","GB",,"2.0",,"
"
"GB010","Airport Lighting ","Lights used to: define and outline perimeters, runways, taxiways, etc.; guide aircraft while on the ground, and to provide guidance to aircraft on approach for landing.",0,,"G","GB",,"2.0",,"
"
"GB015","US-Apron/Hardstand  UK-Apron/Hardstanding","A defined paved or hard-packed area at an airport or heliport intended for aircraft parking.",0,,"G","GB",,"2.0",,"
"
"GB020","Arresting Gear ","Devices such as cables or barriers that can be used to stop an aircraft immediately upon landing.",0,,"G","GB","WP","2.0A","06/24/98 00:00:00","Add 'an' before 'aircraft'.  Buckley NIMA/SES
"
"GB025","Blast Barrier","A barrier used to divert or dissipate jet or propeller blast.",0,,"G","GB","DE","2.0A",,"
"
"GB030","Helicopter Landing Pad       ","An improved area used for take-off, and landing, by helicopters and other vertical take-off and landing aircraft.",0,,"G","GB","WP","2.0A","06/24/98 00:00:00","Remove space after d'.  Ruffhead Mil Survey.
"
"GB035","Heliport ","A place designated for the landing and take-off of helicopters, including its buildings and facilities.",0,,"G","GB",,"2.0",,"
"
"GB040","Launch Pad","A designated area or structure from which a rocket or missile is launched.",0,,"G","GB",,"2.0",,"
"
"GB045","Overrun/Stopway","An area beyond the take-off runway designated as able to support an airplane during an aborted take-off.",0,,"G","GB","DE","2.0A",,"
"
"GB046","Touchdown Zone","The first 3000 feet of the runway beginning at the threshold.  The threshold is the beginning of that portion of the runway available for landing .",0,"Version 2.1: New Feature","G","GB","US","2.1","08/07/00 00:00:00","Airfield Initiative requirement."
"GB050","Revetment (Airfield/Equipment/Facilities )","A barricade which protects an aircraft, equipment, or facilities from hostile action.",0,,"G","GB","WP","2.0A","04/02/98 00:00:00","There is a requirement for the  DNC to distinguish between  revetments which are shoreline protection and revetments which are protection for buildings, airplanes, etc.  Required also for terrain analysis.  The implementation of Revetment (BB226)  in the DNC will be similar to the use of the new feature Rip-Rap (BB225).
"
"GB055","Runway ","A defined area, usually rectangular, used for the conventional landing and take-off of aircraft.  (Excludes GB045)",0,,"G","GB",,"2.0",,"
"
"GB056","Runway Endpoint","The points located on the centerline at the ends of the runway.",0,"Version 2.1: New Feature","G","GB","US","2.1","08/07/00 00:00:00","Airfield Initiative requirement."
"GB057","Shoulder","Adjacent area along either side of a road or runway not normally used by vehicles or aircraft, but provided as an allowable margin in case of emergency situations.",0,,"G","GB","WP","2.0A","06/24/98 00:00:00","Remove spaces following 'd''.  Buckley NIMA/SES
"
"GB058","Point Abeam","The point on a line that is nearest to an off line point.  For example, a point on the runway centerline is “abeam” the Glide Slope Antenna when the distance from the centerline point to the antenna is a minimum.",0,"Version 2.1: New Feature","G","GB","US","2.1","08/07/00 00:00:00","Airfield Initiative requirement."
"GB059","Airfield Elevation Point","The highest point of an airport’s usable runways measured in feet from the geoid (orthometric height).",0,"Version 2.1: New Feature","G","GB","US","2.1","08/07/00 00:00:00","Airfield Initiative requirement."
"GB060","Runway Radar Reflector ","A device, normally placed near the threshold of a runway, used for reflecting radar signals.",0,,"G","GB","DE","2.0A",,"
"
"GB065","Seaplane Base  ","An installation supporting aircraft capable of taking off and landing on water.",0,,"G","GB","DE","2.0A",,"
"
"GB070","Seaplane Landing/Seaplane Take-Off Area","A designated portion of water outlined by visual surface markings, used by seaplanes to land and take off.",0,,"G","GB","US","2.0A","04/02/98 00:00:00","Remove spaces following d'. - UK Proposal
"
"GB075","Taxiway ","A prepared surface providing access to/from runways and the aircraft parking area, terminal area, or service area, etc.",0,,"G","GB",,"2.0",,"
"
"GB080","US-Wind Indicator   UK-Wind Indicator/Wind Sock","A visual device used to provide wind information.",0,,"G","GB","DE","2.0A",,"
"
"GB090","Displaced Threshold","The designated beginning of the portion of the runway usable for landing.  This is located at a point on the runway other than the designated beginning of the runway.   In addition, the feature typically exists at each end of the runway.",0,"Version 2.1: New Feature","G","GB","US","2.1","08/07/00 00:00:00","Airfield Initiative requirement."
"GB160","Decontamination Pad","A designated area where a Nuclear, Biological, or Chemical (NBC) contaminated aircraft, checked at landing, is sent to be decontaminated by special teams.",0,,"G","GB","WP","2.0A","06/24/98 00:00:00","Add Spanish to list of languages.  Buckley NIMA/SES
"
"GB170","INS Alignment Pad ","A designated area where the automated navigation instruments of aircraft are reset before taking off.",0,,"G","GB",,"2.0",,"
"
"GB220","Air Obstruction","An existing object of natural growth, or terrain at a fixed location within prescribed area with a reference to which vertical clearance is or must be provided during flight operations.",0,,"G","GB",,"2.0",,"
"
"GB221","Miscellaneous Air Obstruction","A generic man-made air obstruction.",0,,"G","GB",,"2.0",,"
"
"IA010","Map Boundary","A line which encloses all water, streets, parcels and buildings.",0,,"I","IA",,"2.0",,"
"
"IA040","Parcel","Land use and/or land property.",0,,"I","IA",,"2.0",,"
"
"IA050","Cadastral Constructions","Constructions with unique characteristics.",0,,"I","IA","DE","2.0A",,"
"
"ID010","Cadastral Control Points","A reference point used for a cadastral map orientation.",0,,"I","ID",,"2.0",,"
"
"ID020","Fiducial Points","Used for topographic survey.",0,,"I","ID","DE","2.0A",,"
"
"IE010","Map Sheet Frame ","Contains drawing frames and map parameters.",0,,"I","IE","SP","2.0A",,"
"
"IE020","Miscellaneous","Contains topographical details and other information.",0,,"I","IE",,"2.0",,"
"
"IE040","Map-Info","Contains auxiliary information about each map.",0,,"I","IE","DE","2.0A",,"
"
"SA010","Common Open Water","An area containing any surface water that is flowing or free standing such as lakes, rivers, oceans, reservoirs, etc.",0,,"S","SA","WP","2.0A",,"Formatting
"
"SA020","Disturbed Soil","An area that has been so disturbed by human activity that no single soil type can be accurately identified.  These areas may include built-up areas, strip mines, landfills, railroad yards, etc.",0,,"S","SA","DE","2.0A",,"
"
"SA030","Exposed Bedrock","Areas that contain no or little soil (less than 10%) containing bare rock or other extrusive material such as lava.",0,,"S","SA",,"2.0",,"
"
"SA040","Permanent Snowfield","An area permanently covered by snow or ice that covers a land mass, such as glaciers and snowfields.",0,,"S","SA",,"2.0",,"
"
"SA050","Slope Polygon ","An area enclosing a group of slope values falling within a set range.",0,,"S","SA",,"2.0",,"
"
"SA060","Covered Drainage","A natural watercourse or man-made waterway that is covered preventing its observation or further classification.",0,,"S","SA",,"2.0",,"
"
"SBXXX","Feature Place Holder SB","Place Holder - SB",19,,"S","SB","US","N/A","06/24/98 00:00:00","
"
"SCXXX","Feature Place Holder SC","Place Holder - SC",19,,"S","SC","US","N/A","06/24/98 00:00:00","
"
"SDXXX","Feature Place Holder SD","Place Holder - SD",19,,"S","SD","US","N/A","06/24/98 00:00:00","
"
"SEXXX","Feature Place Holder SE","Place Holder - SE",19,,"S","SE","US","N/A","06/24/98 00:00:00","
"
"SFXXX","Feature Place Holder SF","Place Holder - SF",19,,"S","SF","US","N/A","06/24/98 00:00:00","
"
"SU001","Military Base","A center of operations for a military organization.",0,,"S","SU",,"2.0",,"
"
"SU002","US-Subway   UK-Underground Railway/Metro","An underground, metropolitan electric railway or the tunnel through which it travels.",0,,"S","SU","WP","2.0A",,"Capitalization
"
"SU003","Port Facility","A building or section of building that is established to serve a particular purpose for water vehicles.",0,,"S","SU",,"2.0",,"
"
"ZAXXX","Feature Place Holder ZA","Place Holder - ZA",19,,"Z","ZA","US","N/A","06/24/98 00:00:00","
"
"ZB020","Benchmark","A reference mark on a permanent object indicating elevation relative to an established datum.",0,,"Z","ZB","WP","2.0A","06/24/98 00:00:00","Remove ZB020 from Danish translation.  Buckley NIMA/SES
"
"ZB030","US-Boundary Monument  UK-Boundary Monument/Boundary Mark","A marker identifying the location of a surveyed boundary line.",0,,"Z","ZB",,"2.0",,"
"
"ZB031","Unmonumented Point","A formally recognized survey or reference point which is not  represented by a physical boundary monument or benchmark.",0,"Version 2.1: New Feature.","Z","ZB","US","2.1","08/11/99 00:00:00","This particular concept was found to be missing from FACC during NIMA's modeling efforts.  We have various monuments in FACC but no way to capture non-monumented points.  New 11 Aug 99
IT: ???   It is not clear the given justification. Need further discussion."
"ZB035","Control Point/Control Station","An object or mark on the ground of known position, elevation, or both.",0,,"Z","ZB","WP","2.0A","04/02/98 00:00:00","There is a requirement to include both temporary and permanent marks under this feature.  Currently only temporary marks are allowed.  This change involves an expansion of the definition, making it less restrictive not more restrictive.
"
"ZB036","Distance Mark","A mark which indicates the value of distance measured from an origin and consists of either a solid visible structure or a distinct location without special installation.",0,,"Z","ZB",,"2.0",,"
"
"ZB040","Diagnostic Point","A point used to check system accuracy.",0,,"Z","ZB","WP","2.0A",,"Formatting
"
"ZB060","Geodetic Point","A physical point on the Earth's surface having a surveyed position (e.g. Trig Points).",0,,"Z","ZB",,"2.0",,"
"
"ZC040","US-Magnetic Disturbance Area  UK-Local Magnetic Anomaly","A localized anomaly in the Earth's magnetic field.",0,,"Z","ZC",,"2.0",,"
"
"ZC050","Isogonic Lines","Lines connecting points of equal magnetic variation.",0,,"Z","ZC",,"2.0",,"
"
"ZC051","Magnetic Pole","Either of the two places on the Earth's surface where the magnetic dip is 90 degrees.",0,,"Z","ZC",,"2.0",,"
"
"ZD001","Network","A system of inter-connected real world objects of the same type or directly related types.",0,,"Z","ZD",,"2.0",,"
"
"ZD003","Artifact Location","An indicator which identifies incomplete or illogical data at a specific location (node), used for data processing only.",0,,"Z","ZD",,"2.0",,"
"
"ZD012","Geographic Information Point","A location where geographic information or statistics may apply.",0,,"Z","ZD",,"2.0",,"
"
"ZD015","Point of Change","The location/position on a linear feature where the characteristics of the feature change significantly.",0,,"Z","ZD",,"2.0",,"
"
"ZD020","Void Collection Area ","An area lacking suitable source coverage, or where data is not required.",0,,"Z","ZD",,"2.0",,"
"
"ZD040","Named Location ","A geographic place on the earth, not normally appearing as a feature on a map, but having a name that is required to be placed on a map.",0,,"Z","ZD",,"2.0",,"
"
"ZD045","Text Description ","An area in which a characteristic or an activity pertaining to the area can be described and possibly labeled on a product if deemed important at the time the product is being produced.",0,,"Z","ZD",,"2.0",,"
"
"ZEXXX","Feature Place Holder ZE","Place Holder - ZE",19,,"Z","ZE","US","N/A","06/24/98 00:00:00","
"
